,PC1,PC2,PC3
Power_Consumption,0.02512444279957954,-0.008595093472882285,0.9946330008393673
Dew Point Temperature_P39,0.34884139179271123,0.8665009148225169,0.03906517907616577
Relative Humidity_P6,0.8664003248462632,0.2632390348021031,-0.04678415852192201
Wind Speed_P4,-0.806477733365918,0.3920327513133871,0.04917553253173932
Price,0.5250811187930154,-0.4074801608829202,0.07917944350037945
