,PC1,PC2,PC3
Power_Consumption,-0.028634445875414877,0.04030717112667849,0.9986571692598373
Dew Point Temperature_P39,0.9149031732610848,0.0983048912539211,0.006601665411740882
Relative Humidity_P6,0.6623209215707152,-0.6674696990846006,0.02899686276731687
Wind Speed_P4,0.1269717121700803,0.9289843755352847,-0.030056553447167903
Price,-0.5143948757528267,-0.45750674651952755,-0.013933290449630535
