,PC1,PC2,PC3
Power_Consumption,0.031065148041190094,-0.029484446172035158,0.9945649456593966
Dew Point Temperature_P39,0.40178876029822913,0.8128060761146282,-0.012981489480242511
Relative Humidity_P6,-0.5899082875590779,0.6962537362694853,0.014478639687912142
Wind Speed_P4,0.8057744728250495,-0.18908807079082138,-0.061823442772339594
Price,-0.6546153323420174,-0.36269816959397966,-0.049916843113482254
