,PC1,PC2,PC3
Power_Consumption,0.017751555940694233,-0.025733775029956107,0.9991882319543199
Dew Point Temperature_P39,0.2869498962186022,0.777772842379982,0.019722690165366884
Relative Humidity_P6,-0.7106925134963116,0.6085455333332475,0.025227431593328086
Wind Speed_P4,0.8810044974912357,-0.11024439563117532,0.0004667062421278823
Price,-0.6050940012087235,-0.5071766379557852,0.00971550405289734
