,PC1,PC2,PC3
Power_Consumption,-0.057934513581370535,0.9432318428594556,-0.3249760280730448
Dew Point Temperature_P39,0.5324248785114082,0.25979992581934414,0.6839291759272114
Relative Humidity_P6,0.8997116784282082,-0.051353385721555116,-0.1777705499954149
Wind Speed_P4,-0.7723188989479475,0.03658712451948424,0.26159674541069083
Price,-0.04191289294501178,0.2199346477499812,0.5007978391655604
