,PC1,PC2,PC3
Power_Consumption,0.013475733251271473,0.9957115493823259,0.033691799087422154
Dew Point Temperature_P39,-0.24878536027087642,0.08283905194123051,-0.5099391305393237
Relative Humidity_P6,-0.809217575130322,0.014042425839927633,-0.12875259793408564
Wind Speed_P4,0.8848426042454873,0.025009093854429072,-0.06532777309870154
Price,-0.22617888787950535,0.015804011750792154,0.767991574487606
