,PC1,PC2,PC3
Power_Consumption,0.006478198038280308,0.8006959937562217,-0.5958463022060896
Dew Point Temperature_P39,-0.3487776239076663,0.5007643917533664,0.6195418616283785
Relative Humidity_P6,-0.8163381224397213,0.10252598100682185,0.12472207544823002
Wind Speed_P4,0.8284565926713481,0.22758932785241534,0.2571883126563648
Price,-0.27114424375386686,-0.23830981745412924,-0.40085077585057355
