,PC1,PC2,PC3
Power_Consumption,0.030642615546673732,0.01791672891062759,0.9991308969086122
Dew Point Temperature_P39,0.3777506929377042,0.8396334791071357,-0.026989877949575154
Relative Humidity_P6,-0.5426893502594804,0.7290719983661242,0.0010867726247262264
Wind Speed_P4,0.8982007043684819,-0.06426164301743797,-0.028947398972138078
Price,-0.6301352830638564,-0.21528443458355906,-0.009791254965101276
