,PC1,PC2,PC3
Power_Consumption,0.06337587277099074,-0.3282915407586146,0.9272940444409794
Dew Point Temperature_P39,-0.402275284655429,0.7555961920847669,0.3522122622737671
Relative Humidity_P6,-0.7809712614401407,-0.04645082506099155,-0.025292908539246293
Wind Speed_P4,0.819546645400084,0.1470151853755087,0.060807206176626306
Price,-0.2819218975414505,-0.5959128262091813,-0.04728558609383217
