,PC1,PC2,PC3
Power_Consumption,-0.06780559831872623,0.04958608286929423,0.9953768253921004
Dew Point Temperature_P39,0.6415588226846969,0.6576637050125932,0.013616355177852436
Relative Humidity_P6,0.8986620601771638,0.10558002459578496,0.01922401724274709
Wind Speed_P4,-0.7141247119759945,0.5684016157000359,-0.0401240921702154
Price,0.19170191150722113,-0.5609691617883295,0.06691079705828118
