,PC1,PC2,PC3
Power_Consumption,-0.06721355224835761,-0.19623878783477075,0.9777888615608481
Dew Point Temperature_P39,-0.052176250511785385,0.836261027887579,0.1492373396334702
Relative Humidity_P6,0.8991800401958109,0.2551554677730015,0.08197791174374515
Wind Speed_P4,-0.8670027343386907,0.20575513319240135,-0.002353575281308438
Price,0.031493346669545674,-0.6540232779126721,-0.07132143344541747
