,PC1,PC2,PC3
Power_Consumption,-0.026313039493926653,-0.0009877241809287585,0.9981312964005237
Dew Point Temperature_P39,0.7614274229710328,0.5345598800179391,0.0337918547519522
Relative Humidity_P6,0.8871430646945406,0.05823852941230059,-0.004304390017980458
Wind Speed_P4,-0.4586380888149774,0.7725318251941156,0.006377014514022105
Price,0.1868882558485636,-0.5586650109576922,0.038938641753207485
